simulation_sector_id,run_id,sector_id,sector_time_s
294,98,33,10.4989006044
295,99,31,10.7281008984
296,99,32,11.9020164852
297,99,33,11.2857989842
298,100,31,8.50388304507
299,100,32,8.66472746016
300,100,33,10.1655376991
301,101,31,8.32556660309
302,101,32,9.0774226324
303,101,33,10.266742683
304,102,31,10.2099536738
305,102,32,11.5023675743
306,102,33,10.9523096096
307,103,31,8.53548173627
308,103,32,8.77704220646
309,103,33,10.2332412696
310,104,31,8.44763959565
311,104,32,9.22876065216
312,104,33,10.3164516283
313,105,31,10.4116657209
314,105,32,11.6329658699
315,105,33,11.0325379058
316,106,31,9.14865786628
317,106,32,8.86744265497
318,106,33,10.4939859881
319,107,31,8.93209299453
320,107,32,9.21436133081
321,107,33,10.5592960258
322,108,31,10.3774792716
323,108,32,11.5548099688
324,108,33,11.2984391535
325,109,21,12.0485610033
326,109,22,14.1886114813
327,109,23,11.9582513854
328,110,21,12.3036614816
329,110,22,14.5444354998
330,110,23,12.0212299167
331,111,21,12.5277990213
332,111,22,14.8927109907
333,111,23,12.0927054895
334,112,21,12.41077448
335,112,22,14.5480824166
336,112,23,12.193660967
337,113,21,12.3036614816
338,113,22,14.5444354998
339,113,23,12.0212299167
340,114,21,12.5210123957
341,114,22,14.6469073422
342,114,23,12.2626132995
343,115,21,12.402480529
344,115,22,14.6432393001
345,115,23,12.0858490308
346,116,21,13.0584595661
347,116,22,14.9548373941
348,116,23,12.498628342
349,117,21,12.8379757097
350,117,22,14.951155437
351,117,23,12.2994080156
352,118,21,12.3036614816
353,118,22,14.5444354998
354,118,23,12.0212299167
355,119,21,12.3036614816
356,119,22,14.5444354998
357,119,23,12.0212299167
358,120,21,12.3036614816
359,120,22,14.5444354998
360,120,23,12.0212299167
361,121,21,12.4946653274
362,121,22,14.7613994374
363,121,23,12.1587156981
364,122,21,12.9250677492
365,122,22,15.21600234
366,122,23,12.3062923797
367,123,21,13.3512639899
368,123,22,15.5674875248
369,123,23,12.5421065233
370,124,21,13.5976010512
371,124,22,15.7757652537
372,124,23,12.6954380462
373,125,21,13.7657909171
374,125,22,15.9171227754
375,125,23,12.8069154974
376,126,21,13.9403689723
377,126,22,16.0316310116
378,126,23,12.9450862736
379,127,21,14.0615957473
380,127,22,16.1361282401
381,127,23,13.0374729097
382,128,21,14.0987452617
383,128,22,16.2382354424
384,128,23,13.1296106739
385,129,21,14.2142944431
386,129,22,16.3407341297
387,129,23,13.2228129826
388,130,21,14.3302665349
389,130,22,16.4443318305
390,130,23,13.3194363379
391,131,11,18.3716489326
392,131,12,16.1839555192
393,131,13,14.6765846146
394,132,21,11.9993108459
395,132,22,14.5299813958
396,132,23,11.8191165961
397,133,31,7.94980506359
398,133,32,8.62247469429
399,133,33,9.94508646573
