optimization_result_id,optimization_run_id,front_wing_deg,rear_wing_deg,front_height_m,rear_height_m,package,method,objective,lap_time_s,top_speed_mps,fuel_used_kg,tyre_wear_end,tyre_wear_delta,distance_m,high_speed_corner_mps,braking_distance_m,mean_downforce_n,mean_drag_n,max_tyre_load_n,solver_iterations,shift_loss_s,feasible,constraint_reasons,objective_value,pareto,circuit_id,objective_run,seed
567,6,13.2122029291,21.436236127,0.0431360780569,0.0714862955221,standard,differential_evolution,qualifying,39.0918502539,85.2016586617,1.18,0.0166054774648,0.0166054774648,2360,65.9953080934,150,11863.9891143,2581.90892776,11434.8231551,16,0.48,True,,39.0918502539,False,2,qualifying,46
568,6,15.1550857436,22.360679775,0.0389098051254,0.045937293338,standard,local,qualifying,39.0985222149,83.8082961587,1.18,0.0166206659181,0.0166206659181,2360,65.9530538619,150,12064.8751294,2740.02012433,11191.8327175,17,0.48,True,,39.0985222149,False,2,qualifying,46
569,6,10.2822988598,16.6248848125,0.0328517333365,0.0458638036229,standard,differential_evolution,qualifying,39.1219187613,87.7996007072,1.18,0.0158478632726,0.0158478632726,2360,64.083633665,200,11025.8273005,2079.07162313,10178.0812042,16,0.48,True,,39.1219187613,False,2,qualifying,46
570,6,11.4975672799,19.8220638227,0.0290033063846,0.0704959677909,standard,random,qualifying,39.129276994,85.944858643,1.18,0.0162543490998,0.0162543490998,2360,65.2909248322,150,11523.2913639,2370.07397689,10931.4267109,16,0.48,True,,39.129276994,False,2,qualifying,46
571,6,16.3461479049,23.5193614652,0.0348746508648,0.0635266932915,standard,random,qualifying,39.1516814409,82.4532463792,1.18,0.0169320684872,0.0169320684872,2360,65.89934895,125,12525.2569623,2895.21507021,11191.1958619,17,0.48,True,,39.1516814409,False,2,qualifying,46
572,6,17.8155429782,22.8174071391,0.039454606204,0.0771783612176,standard,differential_evolution,qualifying,39.2086272808,82.487332253,1.18,0.016620242306,0.016620242306,2360,65.7835656923,150,12181.1275308,2886.045088,10991.943559,17,0.48,True,,39.2086272808,False,2,qualifying,46
573,6,21.25,25,0.0325,0.05125,standard,grid,qualifying,39.2175350018,79.335196346,1.18,0.0167675957282,0.0167675957282,2360,65.5927884038,125,12671.7385817,3254.8459567,10595.7678052,15,0.32,True,,39.2175350018,False,2,qualifying,46
574,6,21.25,25,0.0325,0.07375,standard,grid,qualifying,39.281426297,79.3507990739,1.18,0.0166862189393,0.0166862189393,2360,65.4575071817,125,12561.2356541,3243.5814109,10597.462195,16,0.32,True,,39.281426297,False,2,qualifying,46
575,6,22.5759748169,25.8479623937,0.0322507776168,0.0573313008044,standard,differential_evolution,qualifying,39.3361782021,78.1060570695,1.18,0.0168449524039,0.0168449524039,2360,65.4856457818,125,12866.4814354,3403.53825459,10476.4922824,15,0.32,True,,39.3361782021,False,2,qualifying,46
576,6,24.1639987783,23.7439884915,0.0493186996426,0.0468011380988,standard,random,qualifying,39.3899297641,78.9794949555,1.18,0.016195934396,0.016195934396,2360,65.3283463609,125,12067.0215118,3282.83110835,10168.9795381,15,0.32,True,,39.3899297641,False,2,qualifying,46
577,6,21.25,25,0.0475,0.05125,standard,grid,qualifying,39.3984883553,79.4355578929,1.18,0.0163679305071,0.0163679305071,2360,65.1301193361,125,12196.3321212,3217.26638309,10473.2309706,19,0.32,True,,39.3984883553,False,2,qualifying,46
578,6,17.7202659912,10.4060628833,0.044876295112,0.0813390920571,standard,differential_evolution,qualifying,39.4101989747,88.0391026051,1.18,0.0153876812807,0.0153876812807,2360,63.4577841312,200,10457.1458831,2013.91996411,9452.9162488,16,0.48,True,,39.4101989747,True,2,qualifying,46
579,6,13.75,25,0.0325,0.05125,standard,grid,qualifying,39.4141637556,82.2041169413,1.18,0.0165588578526,0.0165588578526,2360,65.2305267367,150,12132.5558138,2888.2115308,11178.139451,17,0.48,True,,39.4141637556,False,2,qualifying,46
580,6,23.9635303512,22.3643045851,0.0520616142745,0.0490709423987,standard,random,qualifying,39.4213464666,80.0419996768,1.18,0.016036204687,0.016036204687,2360,65.2081015658,125,11780.1685821,3145.6978873,10183.2476594,16,0.36,True,,39.4213464666,False,2,qualifying,46
581,6,18.7391762747,10.9526750887,0.0295386106565,0.0849369632113,standard,differential_evolution,qualifying,39.4252863024,87.3980956418,1.18,0.0153251461008,0.0153251461008,2360,63.3914134093,200,10478.9686626,2087.10808582,9355.91609953,16,0.48,True,,39.4252863024,False,2,qualifying,46
582,6,21.3498970479,26.3839314939,0.0332403099047,0.0680659147885,standard,differential_evolution,qualifying,39.427578365,78.2734618402,1.18,0.0167756589311,0.0167756589311,2360,65.2217457281,125,12753.4496329,3366.29859446,10563.1536951,15,0.32,True,,39.427578365,False,2,qualifying,46
583,6,11.4922871638,24.8842045974,0.0330364709352,0.0621605830229,standard,random,qualifying,39.4347808898,82.9374532576,1.18,0.0166166602276,0.0166166602276,2360,65.1775853486,150,12092.9519349,2798.38544197,11410.274776,16,0.48,True,,39.4347808898,False,2,qualifying,46
584,6,23.8727343616,25.5884303363,0.0350254429668,0.0406468995196,standard,random,qualifying,39.4512785446,77.8291807913,1.18,0.0163943614543,0.0163943614543,2360,65.1835124432,125,12418.5099922,3430.37118377,10184.859893,15,0.32,True,,39.4512785446,False,2,qualifying,46
585,6,13.75,25,0.0325,0.07375,standard,grid,qualifying,39.486534619,82.2135954789,1.18,0.0164886339801,0.0164886339801,2360,65.0917901016,150,12029.2867823,2877.27319896,11189.9055944,17,0.48,True,,39.486534619,False,2,qualifying,46
586,6,23.908610996,23.634644614,0.0540887241566,0.0551093436563,standard,differential_evolution,qualifying,39.4900426056,79.264590723,1.18,0.0159138795454,0.0159138795454,2360,65.0289975781,125,11721.5950351,3233.2447745,10105.4637729,19,0.32,True,,39.4900426056,False,2,qualifying,46
587,6,21.25,25,0.0475,0.07375,standard,grid,qualifying,39.5000173326,79.4583582341,1.18,0.0162740856838,0.0162740856838,2360,64.9972606722,125,12074.3827687,3205.58542249,10464.5713854,18,0.36,True,,39.5000173326,False,2,qualifying,46
588,6,11.3118222191,22.3674782892,0.0385984584582,0.0806569727301,standard,random,qualifying,39.5195293807,84.3495180517,1.18,0.0159865139947,0.0159865139947,2360,64.5729964413,150,11304.4032248,2527.28597736,10915.2849207,16,0.48,True,,39.5195293807,False,2,qualifying,46
589,6,13.7762854167,26.3839314939,0.0350563568943,0.0704834240118,standard,differential_evolution,qualifying,39.5709203293,81.0390410401,1.18,0.016542418454,0.016542418454,2360,64.7494284123,125,12167.996159,2992.56898874,11141.8823015,17,0.4,True,,39.5709203293,False,2,qualifying,46
590,6,17.6716526815,24.9701543733,0.0514147443282,0.0624615988824,standard,random,qualifying,39.5744513345,80.9596304302,1.18,0.0160493933532,0.0160493933532,2360,64.761367243,125,11662.0570998,3006.1198815,10690.5551278,17,0.4,True,,39.5744513345,False,2,qualifying,46
591,6,13.75,25,0.0475,0.05125,standard,grid,qualifying,39.6060007425,82.3291761077,1.18,0.0161286955495,0.0161286955495,2360,64.8014279678,150,11625.70808,2851.64923187,11038.6242295,17,0.48,True,,39.6060007425,False,2,qualifying,46
592,6,13.75,25,0.0475,0.07375,standard,grid,qualifying,39.670322755,82.3478919092,1.18,0.0160461809336,0.0160461809336,2360,64.674075372,150,11515.0340579,2841.42460201,11037.890357,16,0.48,True,,39.670322755,False,2,qualifying,46
593,6,13.7752769138,26.8585464932,0.0252121438596,0.0481496155019,standard,random,qualifying,39.7064199592,80.9044779623,1.18,0.0159198417127,0.0159198417127,2360,64.3614836579,125,11569.1655088,3003.826828,10821.9975444,17,0.4,True,,39.7064199592,False,2,qualifying,46
594,6,18.4511438198,28.2625414508,0.033731847282,0.0489561134208,standard,differential_evolution,qualifying,39.7482836704,78.1187406763,1.18,0.0164406168294,0.0164406168294,2360,64.4299879186,125,12391.3526196,3349.51461492,10593.6113258,18,0.36,True,,39.7482836704,False,2,qualifying,46
595,6,12.7306771468,27.5073434001,0.0269553727157,0.0577399541761,standard,differential_evolution,qualifying,39.758872112,80.5528983184,1.18,0.0161843701952,0.0161843701952,2360,64.2734982201,125,11852.4979179,3035.04025752,10993.9142752,17,0.4,True,,39.758872112,False,2,qualifying,46
596,6,17.7202659912,25.6509870005,0.0515281054284,0.0813390920571,standard,differential_evolution,qualifying,39.825852089,80.5898285552,1.18,0.0155324121556,0.0155324121556,2360,64.1799779703,125,11131.1806501,3025.29965667,10471.356247,17,0.4,True,,39.825852089,False,2,qualifying,46
597,6,13.8475697475,28.0521643381,0.0315983815278,0.0683245809286,standard,differential_evolution,qualifying,39.8384252201,79.2766875282,1.18,0.0164416712796,0.0164416712796,2360,64.2301420024,125,12193.6066602,3149.12866322,10984.413726,17,0.4,True,,39.8384252201,False,2,qualifying,46
598,6,16.7688218648,29.1349595848,0.0403273474246,0.0602224130519,standard,random,qualifying,39.9013817571,77.9836787406,1.18,0.0164773825881,0.0164773825881,2360,64.0961142075,125,12400.7628459,3342.68125449,10733.5896894,18,0.36,True,,39.9013817571,False,2,qualifying,46
599,6,11.2310096272,24.0696667798,0.0501805021818,0.0493478101382,standard,differential_evolution,qualifying,39.9458659293,82.9130076663,1.18,0.0154115118283,0.0154115118283,2360,63.0907644518,150,10840.1939374,2610.09643827,10327.3371413,16,0.48,True,,39.9458659293,False,2,qualifying,46
600,6,10.8331064007,24.6765357673,0.0445993035376,0.0805000825334,standard,random,qualifying,39.9536182612,82.7228705387,1.18,0.0155727774348,0.0155727774348,2360,63.4424557164,150,10993.4784584,2661.1342643,10637.0447004,16,0.48,True,,39.9536182612,False,2,qualifying,46
601,6,19.3292805488,29.8319782734,0.0399180554122,0.0724256699704,standard,random,qualifying,40.0299585791,76.6083740821,1.18,0.0163465184553,0.0163465184553,2360,63.8741296632,125,12392.9000057,3512.95250203,10449.3779436,19,0.32,True,,40.0299585791,False,2,qualifying,46
602,6,23.5840641504,11.5445358642,0.0331770926776,0.0679832717011,standard,random,qualifying,38.9642817423,85.7548581044,1.18,0.0168506930531,0.0168506930531,2360,66.3946042412,150,12084.6921874,2523.55565822,10647.6394008,17,0.48,False,balance;balance_shift,38.9642817423,False,2,qualifying,46
603,6,22.3175414913,12.4215466969,0.0459430145584,0.0771783612176,standard,differential_evolution,qualifying,39.2469500318,85.8376541768,1.18,0.0161712678232,0.0161712678232,2360,65.6390271792,150,11344.4750761,2425.14284286,10355.2652018,17,0.48,False,balance,39.2469500318,False,2,qualifying,46
604,6,24.0104261243,11.6989357388,0.0438768930018,0.0749007285913,standard,random,qualifying,39.2703919945,85.2806832965,1.18,0.0164110485427,0.0164110485427,2360,65.7036950562,150,11617.3765892,2513.74335358,10393.2851555,17,0.48,False,balance;balance_shift,39.2703919945,False,2,qualifying,46
605,6,21.923576743,11.1034457841,0.0469107754642,0.0747806229634,standard,random,qualifying,39.3842112251,86.0587565285,1.18,0.0159348989339,0.0159348989339,2360,64.7426898964,150,11109.5926695,2316.55980273,10002.2771625,16,0.48,False,balance;balance_shift,39.3842112251,False,2,qualifying,46
606,6,10.7348428289,29.8384806703,0.041154388512,0.0702503090339,standard,differential_evolution,qualifying,40.2478820079,79.0748147995,1.18,0.0160070806718,0.0160070806718,2360,63.2479396426,125,11719.6925509,3154.66612768,10985.5497996,17,0.4,False,balance_shift,40.2478820079,False,2,qualifying,46
607,7,12.4778970741,10.0383875745,0.0383728247304,0.0550928926843,standard,local,qualifying,26.482954901,92.082137478,1.03,0.0182762343957,0.0182762343957,2060,77.9722920377,94.2857142857,16986.8865198,2841.68422311,13056.5002739,16,0.16,True,,26.482954901,True,3,qualifying,42
608,7,12.4778970741,10.0621124003,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4831165435,92.0677324811,1.03,0.0182769538108,0.0182769538108,2060,77.9697532034,94.2857142857,16989.9070276,2843.10961321,13056.1880001,16,0.16,True,,26.4831165435,False,3,qualifying,42
609,7,12.4778970741,10.1004999748,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4833855822,92.0443693555,1.03,0.0182781040147,0.0182781040147,2060,77.9656224822,94.2857142857,16994.7833764,2845.42178723,13055.6677702,16,0.16,True,,26.4833855822,False,3,qualifying,42
610,7,12.4778970741,10.1626123751,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4838404791,92.0064220734,1.03,0.0182799290189,0.0182799290189,2060,77.9588792948,94.2857142857,17002.6448775,2849.17825619,13054.7868457,16,0.16,True,,26.4838404791,False,3,qualifying,42
611,7,12.4778970741,10.2631123499,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4846278197,91.9446441941,1.03,0.0182827878795,0.0182827878795,2060,77.9478130603,94.2857142857,17015.2901344,2855.29632162,13053.2591308,16,0.16,True,,26.4846278197,False,3,qualifying,42
612,7,12.4778970741,10.425724725,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4860357259,91.8437054916,1.03,0.0182871687598,0.0182871687598,2060,77.9295033554,94.2857142857,17028.9192549,2864.18757424,13050.520764,16,0.16,True,,26.4860357259,False,3,qualifying,42
613,7,12.4778970741,10.688837075,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4886640174,91.6778484675,1.03,0.018293622895,0.018293622895,2060,77.8988289535,94.2857142857,17060.261708,2880.49102929,13045.396993,16,0.16,True,,26.4886640174,False,3,qualifying,42
614,7,12.4778970741,10.8079702273,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4899961347,91.6017345535,1.03,0.0182962901874,0.0182962901874,2060,77.8845181649,94.2857142857,17074.6593413,2888.04995876,13042.7974677,16,0.16,True,,26.4899961347,False,3,qualifying,42
615,7,12.4778970741,11.1145618,0.0383728247304,0.0550928926843,standard,local,qualifying,26.4938306516,91.4029918708,1.03,0.0183024338244,0.0183024338244,2060,77.8464953721,94.2857142857,17111.1178589,2907.81775784,13035.3144148,16,0.16,True,,26.4938306516,False,3,qualifying,42
616,7,12.4778970741,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5187597974,91.1825016377,1.03,0.0182974447663,0.0182974447663,2060,77.7543208265,94.2857142857,17128.3744838,2926.02005657,13025.2988242,16,0.16,True,,26.5187597974,False,3,qualifying,42
617,7,12.4812304174,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5187598041,91.1806757691,1.03,0.0182975328897,0.0182975328897,2060,77.7540594205,94.2857142857,17128.7665925,2926.20984398,13024.9011393,16,0.16,True,,26.5187598041,False,3,qualifying,42
618,7,12.4742774796,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5187598306,91.184484304,1.03,0.0182973489257,0.0182973489257,2060,77.754604622,94.2857142857,17127.9486473,2925.81402252,13025.7306461,16,0.16,True,,26.5187598306,False,3,qualifying,42
619,7,12.1884705063,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5189457663,91.3396654164,1.03,0.0182894579498,0.0182894579498,2060,77.7764901894,94.2857142857,17093.6752007,2909.63299614,13059.5387086,16,0.16,True,,26.5189457663,False,3,qualifying,42
620,7,11.7997002297,11.4449931504,0.0383728247304,0.0550928926843,standard,differential_evolution,qualifying,26.5197804828,91.5463915094,1.03,0.0182776782295,0.0182776782295,2060,77.8045902706,94.2857142857,17047.6502767,2888.35331782,13104.6037896,16,0.16,True,,26.5197804828,False,3,qualifying,42
621,7,11.6304870573,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5203539948,91.6347709097,1.03,0.0182721685166,0.0182721685166,2060,77.816210018,94.2857142857,17033.5733498,2880.32515514,13123.8792034,16,0.16,True,,26.5203539948,True,3,qualifying,42
622,7,10.84177512,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5247176311,92.0335729655,1.03,0.0182433512033,0.0182433512033,2060,77.8653643573,94.2857142857,16934.4716496,2839.09275758,13210.9211262,16,0.16,True,,26.5247176311,True,3,qualifying,42
623,7,12.4778970741,11.803398875,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5518948096,90.9377649436,1.03,0.018287878886,0.018287878886,2060,77.639062447,94.2857142857,17139.7595757,2945.23503508,13014.5430006,16,0.16,True,,26.5518948096,False,3,qualifying,42
624,7,13.5410196625,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.5809661675,90.6276648294,1.03,0.0182911494757,0.0182911494757,2060,77.5175371256,94.2857142857,17185.7692891,2977.51559617,12904.3278922,16,0.16,True,,26.5809661675,False,3,qualifying,42
625,7,13.6323990742,11.5611668468,0.0345411359699,0.0483525379591,standard,differential_evolution,qualifying,26.6059882709,90.6362046043,1.03,0.0180024389857,0.0180024389857,2060,77.4598030781,94.2857142857,16846.6925473,2976.04904177,12749.4456299,16,0.16,True,,26.6059882709,True,3,qualifying,42
626,7,12.4778970741,12.917960675,0.0383728247304,0.0550928926843,standard,local,qualifying,26.6608159804,90.2879675592,1.03,0.0182517351178,0.0182517351178,2060,77.2632401358,70.7142857143,17167.052633,3008.29055698,12987.4954587,16,0.16,True,,26.6608159804,False,3,qualifying,42
627,7,14.0352271028,11.4449931504,0.041810560062,0.0550928926843,standard,differential_evolution,qualifying,26.6674642848,90.4173057825,1.03,0.0181738452674,0.0181738452674,2060,77.2723265866,94.2857142857,17039.7656081,2988.89996242,12820.6655027,16,0.16,True,,26.6674642848,False,3,qualifying,42
628,7,15.7294901688,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,26.7691449058,89.5664534547,1.03,0.0182292663657,0.0182292663657,2060,76.8735803736,70.7142857143,17231.9000101,3086.42069822,12642.8142123,17,0.16,True,,26.7691449058,False,3,qualifying,42
629,7,13.7517785762,13.5910483203,0.0453193754823,0.0535410004674,standard,differential_evolution,qualifying,26.8277284584,89.4765291571,1.03,0.0178847568903,0.0178847568903,2060,76.7174959403,70.7142857143,16799.2186358,3091.31300502,12708.3158308,16,0.16,True,,26.8277284584,True,3,qualifying,42
630,7,13.3431405521,13.9776369558,0.034285109563,0.0411445913747,standard,differential_evolution,qualifying,26.8378148216,89.5617536134,1.03,0.0175357924291,0.0175357924291,2060,76.7098859939,70.7142857143,16394.0182358,3083.95645346,12547.8582974,16,0.16,True,,26.8378148216,True,3,qualifying,42
631,7,12.4778970741,14.72135955,0.0383728247304,0.0550928926843,standard,local,qualifying,26.8563089192,89.2075842868,1.03,0.0181628122174,0.0181628122174,2060,76.6041836463,70.7142857143,17181.1088732,3119.51489248,12917.6349434,15,0.16,True,,26.8563089192,False,3,qualifying,42
632,7,13.3695446196,13.7995332991,0.0463018219286,0.0588007043453,standard,differential_evolution,qualifying,26.8607988117,89.5040549175,1.03,0.017882925753,0.017882925753,2060,76.6441396077,70.7142857143,16769.7414126,3079.5858837,12762.1175026,16,0.16,True,,26.8607988117,True,3,qualifying,42
633,7,13.75,15,0.0325,0.05125,standard,grid,qualifying,26.8919724052,88.6156957282,1.03,0.0179551846648,0.0179551846648,2060,76.4261261718,70.7142857143,17051.9153414,3201.96092913,12660.6353016,15,0.16,True,,26.8919724052,False,3,qualifying,42
634,7,13.75,15,0.0325,0.07375,standard,grid,qualifying,26.9462264337,88.6112297227,1.03,0.0179221656839,0.0179221656839,2060,76.2915922319,70.7142857143,16969.6620811,3190.39413857,12697.5250331,15,0.16,True,,26.9462264337,False,3,qualifying,42
635,7,13.3695446196,14.6284266345,0.0463018219286,0.065350047923,standard,differential_evolution,qualifying,26.9670156272,89.0027407185,1.03,0.0178299224453,0.0178299224453,2060,76.3046911724,70.7142857143,16750.9135095,3128.17099919,12737.9359843,15,0.16,True,,26.9670156272,False,3,qualifying,42
636,7,11.7997002297,15.1952426421,0.0421621385531,0.0677133023975,standard,differential_evolution,qualifying,26.9757329225,89.1740764229,1.03,0.0180112620203,0.0180112620203,2060,76.3130202882,70.7142857143,16936.7673462,3100.01931033,12961.4889791,16,0.16,True,,26.9757329225,False,3,qualifying,42
637,7,17.5609858684,13.343465472,0.03330989691,0.0531538343277,standard,differential_evolution,qualifying,26.9848750464,87.7183267199,1.03,0.0180287679719,0.0180287679719,2060,76.0706663232,70.7142857143,17273.86054,3310.94747313,12310.2633558,15,0.16,True,,26.9848750464,False,3,qualifying,42
638,7,17.3287330801,11.6400409041,0.0361256181499,0.0724001913096,standard,differential_evolution,qualifying,26.9850401499,88.6650865304,1.03,0.0180210862494,0.0180210862494,2060,76.2074159153,70.7142857143,17054.7050797,3170.07921567,12413.420382,15,0.16,True,,26.9850401499,False,3,qualifying,42
639,7,17.5609858684,11.3400352707,0.0418345888031,0.0611825098956,standard,differential_evolution,qualifying,26.9908486776,88.6322644121,1.03,0.0181143238141,0.0181143238141,2060,76.1893659937,70.7142857143,17165.9780887,3170.71317501,12425.5357104,15,0.16,True,,26.9908486776,False,3,qualifying,42
640,7,13.75,15,0.0475,0.05125,standard,grid,qualifying,27.032935548,88.7095204138,1.03,0.0175436674881,0.0175436674881,2060,76.1007226905,70.7142857143,16446.3276445,3159.88907645,12547.9369447,15,0.16,True,,27.032935548,False,3,qualifying,42
641,7,17.5609858684,15.6559455395,0.03330989691,0.058321284358,standard,differential_evolution,qualifying,27.0558236071,86.3986316376,1.03,0.0181316743818,0.0181316743818,2060,75.7332819112,70.7142857143,17612.5236848,3493.39299756,12296.3790111,16,0.16,True,,27.0558236071,False,3,qualifying,42
642,7,13.75,15,0.0475,0.07375,standard,grid,qualifying,27.0827495389,88.7209154517,1.03,0.0174794417935,0.0174794417935,2060,75.9833078626,70.7142857143,16335.7248948,3149.44568109,12563.288824,15,0.16,True,,27.0827495389,True,3,qualifying,42
643,7,14.5854552893,13.818220623,0.0493179711771,0.0411445913747,standard,differential_evolution,qualifying,27.1153165126,89.2675712548,1.03,0.0169631979612,0.0169631979612,2060,76.195222699,70.7142857143,15636.1756507,3085.99198088,12233.8142186,16,0.24,True,,27.1153165126,True,3,qualifying,42
644,7,19.2705098312,11.4449931504,0.0383728247304,0.0550928926843,standard,local,qualifying,27.1328621261,87.6268517125,1.03,0.0180314297808,0.0180314297808,2060,75.6954544763,70.7142857143,17215.5876328,3286.64062341,12173.4336858,15,0.16,True,,27.1328621261,False,3,qualifying,42
645,7,12.4778970741,17.639320225,0.0383728247304,0.0550928926843,standard,local,qualifying,27.224781818,87.2722434857,1.03,0.0179379772049,0.0179379772049,2060,75.4210832093,70.7142857143,17126.9146844,3320.23937496,12743.5791241,15,0.16,True,,27.224781818,False,3,qualifying,42
646,7,17.7810382317,11.2121413424,0.0483390075709,0.0574144174521,standard,differential_evolution,qualifying,27.232337303,88.71817155,1.03,0.0175616034979,0.0175616034979,2060,75.8224797545,70.7142857143,16386.620713,3126.5385817,12197.8946619,15,0.24,True,,27.232337303,False,3,qualifying,42
647,7,14.8873803721,17.4091941207,0.0390866743383,0.0485262111588,standard,random,qualifying,27.2422455064,86.5674223869,1.03,0.0177728956496,0.0177728956496,2060,75.2837440521,70.7142857143,17064.179407,3425.7011309,12416.6712117,15,0.16,True,,27.2422455064,False,3,qualifying,42
648,7,16.6923441336,17.6204245219,0.0340453626744,0.0683627166903,standard,random,qualifying,27.274864991,85.5751559458,1.03,0.0179954684279,0.0179954684279,2060,75.0879557023,70.7142857143,17500.1684915,3568.02187467,12313.9825787,16,0.16,True,,27.274864991,False,3,qualifying,42
649,7,19.4894108452,14.0154238883,0.0438144784771,0.0706824636308,standard,differential_evolution,qualifying,27.3507945656,86.314088416,1.03,0.0177485031137,0.0177485031137,2060,74.9846417225,70.7142857143,17017.1658934,3436.42682453,12049.6781367,15,0.16,True,,27.3507945656,False,3,qualifying,42
650,7,20.5551062328,13.3850907222,0.0366243883415,0.0483528714592,standard,differential_evolution,qualifying,27.351871483,86.0409426692,1.03,0.0177358333615,0.0177358333615,2060,74.9494044277,70.7142857143,17078.9858173,3479.11267059,11871.169339,15,0.16,True,,27.351871483,False,3,qualifying,42
651,7,18.3187718052,11.2763451221,0.0498289351598,0.0684248979605,standard,random,qualifying,27.3637190274,88.4493618708,1.03,0.0173082395398,0.0173082395398,2060,75.4720526744,70.7142857143,16067.9957031,3139.61680424,12058.1132532,15,0.24,True,,27.3637190274,False,3,qualifying,42
652,7,11.0059802885,18.5798805475,0.0345411359699,0.0483525379591,standard,differential_evolution,qualifying,27.3681654311,87.1933276104,1.03,0.0175411030562,0.0175411030562,2060,75.0680699631,70.7142857143,16615.3600905,3306.31845579,12674.803586,15,0.16,True,,27.3681654311,False,3,qualifying,42
653,7,10.4622675185,18.7343477846,0.0314375401846,0.0583837889676,standard,random,qualifying,27.3690342037,87.1887430059,1.03,0.0176906375544,0.0176906375544,2060,75.0645625582,70.7142857143,16792.8315672,3304.7140644,12791.6824699,15,0.16,True,,27.3690342037,False,3,qualifying,42
654,7,20.2374325596,12.7950496722,0.0309972460743,0.0403313021388,standard,random,qualifying,27.3912145417,86.7141771884,1.03,0.0171382362558,0.0171382362558,2060,74.9435971001,70.7142857143,16219.9941428,3377.55830959,11655.7532119,15,0.16,True,,27.3912145417,False,3,qualifying,42
655,7,18.7230754086,16.4243673258,0.0462094582677,0.04524862041,standard,differential_evolution,qualifying,27.4339119513,85.5271262497,1.03,0.0172903176908,0.0172903176908,2060,74.6853446901,70.7142857143,16585.6488457,3545.85324453,11852.2527062,16,0.16,True,,27.4339119513,False,3,qualifying,42
656,7,11.998507965,17.018300251,0.0519509722738,0.0589421441529,standard,differential_evolution,qualifying,27.4380094863,88.1662823283,1.03,0.0170071863579,0.0170071863579,2060,75.2515434633,70.7142857143,15733.2836166,3170.04053895,12486.1090923,15,0.24,True,,27.4380094863,False,3,qualifying,42
657,7,21.25,15,0.0325,0.05125,standard,grid,qualifying,27.4703445406,84.8167888515,1.03,0.0177004669548,0.0177004669548,2060,74.5198534262,70.7142857143,17214.1377162,3641.88346242,11738.3289928,16,0.16,True,,27.4703445406,False,3,qualifying,42
658,7,20.0755102661,18.7794284141,0.036490696858,0.0550925913815,standard,differential_evolution,qualifying,27.5107652121,83.1990395371,1.03,0.0179192018222,0.0179192018222,2060,74.3175922667,47.1428571429,17762.2668399,3896.20141207,11837.0943117,16,0.16,True,,27.5107652121,False,3,qualifying,42
659,7,11.94882258,19.5140985245,0.0318072804715,0.0701416297607,standard,random,qualifying,27.5145673361,86.1553291039,1.03,0.0176111980706,0.0176111980706,2060,74.5681539124,70.7142857143,16819.8149817,3425.19472923,12607.2724958,15,0.16,True,,27.5145673361,False,3,qualifying,42
660,7,21.25,15,0.0325,0.07375,standard,grid,qualifying,27.5308949805,84.8223347347,1.03,0.0176324035246,0.0176324035246,2060,74.3673193133,70.7142857143,17100.3383981,3627.97381221,11754.7983413,16,0.16,True,,27.5308949805,False,3,qualifying,42
661,7,21.6757524561,13.892774157,0.0390016301118,0.0419711694604,standard,random,qualifying,27.5463923916,85.2221710043,1.03,0.0173076663244,0.0173076663244,2060,74.277327666,70.7142857143,16606.4120814,3553.1846528,11574.4634455,16,0.12,True,,27.5463923916,False,3,qualifying,42
662,7,12.4190766855,20.0208955021,0.0295693630814,0.0713344168785,standard,random,qualifying,27.6099116642,85.6754959232,1.03,0.0174187595625,0.0174187595625,2060,74.275704147,70.7142857143,16640.4273901,3478.92492956,12458.0182592,16,0.16,True,,27.6099116642,False,3,qualifying,42
663,7,17.5,20,0.04,0.06,standard,baseline,qualifying,27.6277619754,83.5815240722,1.03,0.0178508276714,0.0178508276714,2060,74.0164981587,47.1428571429,17542.7212381,3797.61497923,12086.6645056,16,0.16,True,,27.6277619754,False,3,qualifying,42
664,7,11.9217044901,19.0077187579,0.036123940727,0.0817044244982,standard,random,qualifying,27.6305160323,86.6580284808,1.03,0.0172380713773,0.0172380713773,2060,74.5568716605,70.7142857143,16226.3842323,3344.13507123,12517.2497745,15,0.24,True,,27.6305160323,False,3,qualifying,42
